IdAcademico,IdAlumno,IdSocial,SEMESTRE,NCURSOSMATRICULADOS,NCREDITOSMATRICULADOS,NCREDITOSAPROBADOS,NCREDITOSDESAPROBADOS,PROMEDIOPORCICLO,NOMBRESEDE,NOMBREESCUELA,UBIGEONACIMIENTO,EDAD,DIRECCION,ESTADOCIVIL,DEUDA,MODALIDADINGRESO,PUNTAJEINGRESO,TIPOCOLEGIO,LUGARCOLEGIO,ANOEGRESOCOLEGIO,SEXO,TIPOVIVIENDADONDEVIVE,REGIMENTENENCIAVIVIENDADONDEVIVE,VIVESUPADRE,VIVESUMADRE,PERSONASCONQUIENESVIVE,NIVELEDUCATIVOPADRE,NIVELEDUCATIVOMADRE,TRABAJASUPADRE,ESPECIFIQUEOCUPACIONPRINCIPALDESUPADRE,TRABAJASUMADRE,ESPECIFIQUEOCUPACIONPRINCIPALDESUMADRE,TIENECONOCIMIENTOSENCOMPUTACION,COMPUTADORAQUEUTILIZAFRECUENTEMENTEES,FINANCIAMIENTODESUSESTUDIOSUNIVERSITARIOS
6193,670,670,2012-2,6,22,16,6,14,CUSCO,CONTABILIDAD,OTROS UBIGEO,A,SICUANI,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Z,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,SOLO MADRE,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
6194,670,670,2013-1,6,22,22,0,15,CUSCO,CONTABILIDAD,OTROS UBIGEO,A,SICUANI,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Z,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,SOLO MADRE,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
6195,670,670,2013-2,6,22,8,14,11,CUSCO,CONTABILIDAD,OTROS UBIGEO,A,SICUANI,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Z,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,SOLO MADRE,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
6196,670,670,2013-3,6,20,3,17,11,CUSCO,CONTABILIDAD,OTROS UBIGEO,A,SICUANI,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Z,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,SOLO MADRE,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
6197,670,670,2014-1,5,17,9,8,13,CUSCO,CONTABILIDAD,OTROS UBIGEO,A,SICUANI,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Z,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,SOLO MADRE,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
6198,670,670,2014-2,6,21,0,21,5,CUSCO,CONTABILIDAD,OTROS UBIGEO,A,SICUANI,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Z,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,SOLO MADRE,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
6199,670,670,2015-1,6,21,0,21,7,CUSCO,CONTABILIDAD,OTROS UBIGEO,A,SICUANI,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Z,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,SOLO MADRE,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
6200,670,670,2015-2,6,21,0,21,1,CUSCO,CONTABILIDAD,OTROS UBIGEO,A,SICUANI,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Z,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,SOLO MADRE,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
6201,671,671,2010-1,7,22,12,10,9,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,A,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,OTRO,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
6202,671,671,2010-2,6,19,15,4,12,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,A,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,OTRO,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
6203,671,671,2010-C,2,6,2,4,5,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,A,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,OTRO,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
6204,671,671,2011-1,6,19,10,9,13,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,A,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,OTRO,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
6205,671,671,2011-2,5,16,6,10,8,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,A,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,OTRO,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
6206,671,671,2011-3,6,21,14,7,11,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,A,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,OTRO,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
6207,671,671,2012-1,6,20,13,7,10,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,A,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,OTRO,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
6208,671,671,2012-2,3,11,7,4,13,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,A,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,OTRO,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
6209,671,671,2013-1,5,20,12,8,11,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,A,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,OTRO,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
6210,671,671,2013-2,4,15,11,4,11,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,A,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,OTRO,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
6211,671,671,2013-3,5,19,15,4,14,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,A,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,OTRO,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
6212,671,671,2014-1,4,15,15,0,14,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,A,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,OTRO,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
6213,671,671,2014-2,6,22,22,0,15,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,A,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,OTRO,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
6214,671,671,2015-1,6,22,22,0,15,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,A,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,OTRO,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
6215,671,671,2015-2,6,22,22,0,14,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,A,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,OTRO,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
6216,672,672,2010-1,6,21,17,4,12,CUSCO,CONTABILIDAD,OTROS UBIGEO,A,CUSCO,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,OTROS DISTRITOS,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. INCOMPLETA,SUP. UNIV. INCOMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
6217,672,672,2010-2,6,21,10,11,11,CUSCO,CONTABILIDAD,OTROS UBIGEO,A,CUSCO,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,OTROS DISTRITOS,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. INCOMPLETA,SUP. UNIV. INCOMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
6218,672,672,2010-C,3,11,0,11,0,CUSCO,CONTABILIDAD,OTROS UBIGEO,A,CUSCO,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,OTROS DISTRITOS,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. INCOMPLETA,SUP. UNIV. INCOMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
6219,672,672,2011-1,6,22,3,19,5,CUSCO,CONTABILIDAD,OTROS UBIGEO,A,CUSCO,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,OTROS DISTRITOS,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. INCOMPLETA,SUP. UNIV. INCOMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
6220,672,672,2011-2,6,22,10,12,8,CUSCO,CONTABILIDAD,OTROS UBIGEO,A,CUSCO,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,OTROS DISTRITOS,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. INCOMPLETA,SUP. UNIV. INCOMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
6221,672,672,2011-3,4,15,0,15,1,CUSCO,CONTABILIDAD,OTROS UBIGEO,A,CUSCO,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,OTROS DISTRITOS,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. INCOMPLETA,SUP. UNIV. INCOMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
6222,672,672,2012-1,6,21,0,21,6,CUSCO,CONTABILIDAD,OTROS UBIGEO,A,CUSCO,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,OTROS DISTRITOS,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. INCOMPLETA,SUP. UNIV. INCOMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
6223,672,672,2012-2,6,22,14,8,11,CUSCO,CONTABILIDAD,OTROS UBIGEO,A,CUSCO,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,OTROS DISTRITOS,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. INCOMPLETA,SUP. UNIV. INCOMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
6224,672,672,2013-1,6,22,16,6,12,CUSCO,CONTABILIDAD,OTROS UBIGEO,A,CUSCO,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,OTROS DISTRITOS,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. INCOMPLETA,SUP. UNIV. INCOMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
6225,672,672,2013-3,4,14,0,14,6,CUSCO,CONTABILIDAD,OTROS UBIGEO,A,CUSCO,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,OTROS DISTRITOS,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. INCOMPLETA,SUP. UNIV. INCOMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
6226,672,672,2015-2,4,12,12,0,14,CUSCO,CONTABILIDAD,OTROS UBIGEO,A,CUSCO,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,OTROS DISTRITOS,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. INCOMPLETA,SUP. UNIV. INCOMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
6227,673,673,2010-1,6,21,21,0,15,CUSCO,CONTABILIDAD,NaN,A,CUSCO,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,NO DESTACADO,PUBLICA,CUSCO,Z,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,NO,NaN,NO,NaN,SUS PADRES
6228,673,673,2010-2,6,22,18,4,14,CUSCO,CONTABILIDAD,NaN,A,CUSCO,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,NO DESTACADO,PUBLICA,CUSCO,Z,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,NO,NaN,NO,NaN,SUS PADRES
6229,673,673,2010-C,3,11,11,0,16,CUSCO,CONTABILIDAD,NaN,A,CUSCO,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,NO DESTACADO,PUBLICA,CUSCO,Z,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,NO,NaN,NO,NaN,SUS PADRES
6230,673,673,2011-1,6,22,18,4,14,CUSCO,CONTABILIDAD,NaN,A,CUSCO,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,NO DESTACADO,PUBLICA,CUSCO,Z,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,NO,NaN,NO,NaN,SUS PADRES
6231,673,673,2011-2,6,22,14,8,13,CUSCO,CONTABILIDAD,NaN,A,CUSCO,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,NO DESTACADO,PUBLICA,CUSCO,Z,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,NO,NaN,NO,NaN,SUS PADRES
6232,673,673,2011-3,6,22,18,4,14,CUSCO,CONTABILIDAD,NaN,A,CUSCO,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,NO DESTACADO,PUBLICA,CUSCO,Z,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,NO,NaN,NO,NaN,SUS PADRES
6233,673,673,2012-1,6,22,22,0,15,CUSCO,CONTABILIDAD,NaN,A,CUSCO,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,NO DESTACADO,PUBLICA,CUSCO,Z,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,NO,NaN,NO,NaN,SUS PADRES
6234,673,673,2012-2,6,22,22,0,15,CUSCO,CONTABILIDAD,NaN,A,CUSCO,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,NO DESTACADO,PUBLICA,CUSCO,Z,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,NO,NaN,NO,NaN,SUS PADRES
6235,673,673,2013-1,6,22,22,0,15,CUSCO,CONTABILIDAD,NaN,A,CUSCO,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,NO DESTACADO,PUBLICA,CUSCO,Z,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,NO,NaN,NO,NaN,SUS PADRES
6236,673,673,2013-2,6,22,18,4,14,CUSCO,CONTABILIDAD,NaN,A,CUSCO,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,NO DESTACADO,PUBLICA,CUSCO,Z,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,NO,NaN,NO,NaN,SUS PADRES
6237,673,673,2013-3,7,22,15,7,14,CUSCO,CONTABILIDAD,NaN,A,CUSCO,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,NO DESTACADO,PUBLICA,CUSCO,Z,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,NO,NaN,NO,NaN,SUS PADRES
6238,673,673,2014-1,5,17,17,0,14,CUSCO,CONTABILIDAD,NaN,A,CUSCO,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,NO DESTACADO,PUBLICA,CUSCO,Z,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,NO,NaN,NO,NaN,SUS PADRES
6239,674,674,2010-1,6,21,21,0,16,CUSCO,CONTABILIDAD,NaN,A,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,FEMENINO,OTRO,ALQUILADA,NO,SI,SOLO MADRE,NaN,SECUNDARIA,NaN,NaN,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
6240,674,674,2010-2,6,21,18,3,15,CUSCO,CONTABILIDAD,NaN,A,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,FEMENINO,OTRO,ALQUILADA,NO,SI,SOLO MADRE,NaN,SECUNDARIA,NaN,NaN,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
6241,674,674,2011-1,6,21,13,8,11,CUSCO,CONTABILIDAD,NaN,A,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,FEMENINO,OTRO,ALQUILADA,NO,SI,SOLO MADRE,NaN,SECUNDARIA,NaN,NaN,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
6242,674,674,2011-3,6,20,16,4,14,CUSCO,CONTABILIDAD,NaN,A,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,FEMENINO,OTRO,ALQUILADA,NO,SI,SOLO MADRE,NaN,SECUNDARIA,NaN,NaN,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
6243,675,675,2010-1,6,21,17,4,15,CUSCO,CONTABILIDAD,NaN,B,SANTIAGO,OTROS,NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,X,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
6244,675,675,2010-2,6,21,21,0,15,CUSCO,CONTABILIDAD,NaN,B,SANTIAGO,OTROS,NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,X,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
6245,675,675,2011-1,6,22,18,4,14,CUSCO,CONTABILIDAD,NaN,B,SANTIAGO,OTROS,NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,X,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
6246,675,675,2011-2,6,21,10,11,11,CUSCO,CONTABILIDAD,NaN,B,SANTIAGO,OTROS,NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,X,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
6247,675,675,2011-3,6,21,7,14,13,CUSCO,CONTABILIDAD,NaN,B,SANTIAGO,OTROS,NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,X,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
6248,675,675,2012-1,6,22,7,15,9,CUSCO,CONTABILIDAD,NaN,B,SANTIAGO,OTROS,NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,X,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
